ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16299,68,137,0
1,1,365,16231,68,136,0
2,2,730,16166,67,132,0
3,3,1095,16080,83,169,0
4,4,1460,16000,78,158,0
5,5,1825,15913,63,150,0
6,6,2190,15851,80,142,0
7,7,2555,15763,72,160,0
8,8,2920,15720,95,138,0
9,9,3285,15658,78,140,0
10,10,3650,15580,84,162,0
11,11,4015,15519,97,158,0
12,12,4380,15430,92,181,0
13,13,4745,15363,101,168,0
14,14,5110,15283,92,172,0
15,15,5475,15228,105,160,0
16,16,5840,15143,107,192,0
17,17,6205,15098,116,161,0
18,18,6570,15044,119,173,0
19,19,6935,15012,139,171,0
20,20,7300,14940,119,191,0
