ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16279,56,145,0
1,1,365,16180,65,164,0
2,2,730,16099,53,134,0
3,3,1095,15994,56,161,0
4,4,1460,15908,58,144,0
5,5,1825,15821,65,152,0
6,6,2190,15731,64,154,0
7,7,2555,15631,49,149,0
8,8,2920,15541,55,145,0
9,9,3285,15450,55,146,0
10,10,3650,15374,82,158,0
11,11,4015,15295,74,153,0
12,12,4380,15195,55,155,0
13,13,4745,15114,70,151,0
14,14,5110,15011,68,171,0
15,15,5475,14911,82,182,0
16,16,5840,14856,93,148,0
17,17,6205,14747,74,183,0
18,18,6570,14628,64,183,0
19,19,6935,14520,78,186,0
20,20,7300,14431,92,181,0
