ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16281,74,162,0
1,1,365,16221,82,142,0
2,2,730,16167,105,159,0
3,3,1095,16131,90,126,0
4,4,1460,16098,103,136,0
5,5,1825,16060,97,135,0
6,6,2190,16042,124,142,0
7,7,2555,16042,140,140,0
8,8,2920,15994,110,158,0
9,9,3285,15966,129,157,0
10,10,3650,15990,167,143,0
11,11,4015,15962,138,166,0
12,12,4380,15982,153,133,0
13,13,4745,15970,154,166,0
14,14,5110,15950,134,154,0
15,15,5475,15935,169,184,0
16,16,5840,15900,151,186,0
17,17,6205,15889,164,175,0
18,18,6570,15820,151,220,0
19,19,6935,15800,185,205,0
20,20,7300,15799,172,173,0
