ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16285,65,147,0
1,1,365,16209,68,144,0
2,2,730,16136,80,153,0
3,3,1095,16078,82,140,0
4,4,1460,16025,85,138,0
5,5,1825,15973,89,141,0
6,6,2190,15899,87,161,0
7,7,2555,15812,92,179,0
8,8,2920,15777,108,143,0
9,9,3285,15723,104,158,0
10,10,3650,15675,104,152,0
11,11,4015,15643,117,149,0
12,12,4380,15579,94,158,0
13,13,4745,15553,117,143,0
14,14,5110,15508,128,173,0
15,15,5475,15460,122,170,0
16,16,5840,15398,121,183,0
17,17,6205,15335,124,187,0
18,18,6570,15276,130,189,0
19,19,6935,15230,135,181,0
20,20,7300,15191,144,183,0
