ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16282,51,136,0
1,1,365,16204,74,152,0
2,2,730,16136,78,146,0
3,3,1095,16072,81,145,0
4,4,1460,16004,93,161,0
5,5,1825,15934,92,162,0
6,6,2190,15906,95,123,0
7,7,2555,15876,105,135,0
8,8,2920,15842,104,138,0
9,9,3285,15816,128,154,0
10,10,3650,15755,114,175,0
11,11,4015,15718,108,145,0
12,12,4380,15668,114,164,0
13,13,4745,15623,125,170,0
14,14,5110,15589,136,170,0
15,15,5475,15560,126,155,0
16,16,5840,15495,116,181,0
17,17,6205,15438,145,202,0
18,18,6570,15388,132,182,0
19,19,6935,15334,145,199,0
20,20,7300,15301,140,173,0
