ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16290,71,149,0
1,1,365,16233,77,134,0
2,2,730,16157,74,150,0
3,3,1095,16094,70,133,0
4,4,1460,16060,89,123,0
5,5,1825,15999,93,154,0
6,6,2190,15919,90,170,0
7,7,2555,15865,110,164,0
8,8,2920,15812,99,152,0
9,9,3285,15768,118,162,0
10,10,3650,15720,103,151,0
11,11,4015,15680,126,166,0
12,12,4380,15633,120,167,0
13,13,4745,15589,119,163,0
14,14,5110,15539,138,188,0
15,15,5475,15510,126,155,0
16,16,5840,15488,154,176,0
17,17,6205,15465,138,161,0
18,18,6570,15421,138,182,0
19,19,6935,15393,148,176,0
20,20,7300,15372,158,179,0
