ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16270,52,150,0
1,1,365,16183,57,144,0
2,2,730,16104,61,140,0
3,3,1095,16015,57,146,0
4,4,1460,15927,54,142,0
5,5,1825,15843,60,144,0
6,6,2190,15750,52,145,0
7,7,2555,15641,44,153,0
8,8,2920,15563,61,139,0
9,9,3285,15457,57,163,0
10,10,3650,15391,60,126,0
11,11,4015,15305,59,145,0
12,12,4380,15184,65,186,0
13,13,4745,15100,77,161,0
14,14,5110,15005,65,160,0
15,15,5475,14923,70,152,0
16,16,5840,14821,75,177,0
17,17,6205,14739,74,156,0
18,18,6570,14621,76,194,0
19,19,6935,14514,62,169,0
20,20,7300,14371,77,220,0
