ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16274,54,148,0
1,1,365,16209,68,133,0
2,2,730,16128,64,145,0
3,3,1095,16065,82,145,0
4,4,1460,16025,93,133,0
5,5,1825,16007,91,109,0
6,6,2190,15935,73,145,0
7,7,2555,15875,83,143,0
8,8,2920,15832,110,153,0
9,9,3285,15786,110,156,0
10,10,3650,15754,113,145,0
11,11,4015,15675,97,176,0
12,12,4380,15629,106,152,0
13,13,4745,15595,108,142,0
14,14,5110,15508,111,198,0
15,15,5475,15467,123,164,0
16,16,5840,15449,128,146,0
17,17,6205,15376,115,188,0
18,18,6570,15325,122,173,0
19,19,6935,15273,125,177,0
20,20,7300,15180,117,210,0
