ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16266,30,131,0
1,1,365,16144,10,132,0
2,2,730,15999,15,160,0
3,3,1095,15873,29,155,0
4,4,1460,15729,17,161,0
5,5,1825,15599,15,145,0
6,6,2190,15429,18,188,0
7,7,2555,15265,13,177,0
8,8,2920,15140,10,135,0
9,9,3285,15006,18,152,0
10,10,3650,14850,16,172,0
11,11,4015,14732,27,145,0
12,12,4380,14586,21,167,0
13,13,4745,14442,27,171,0
14,14,5110,14311,28,159,0
15,15,5475,14153,21,179,0
16,16,5840,14021,29,161,0
17,17,6205,13849,23,195,0
18,18,6570,13697,23,175,0
19,19,6935,13529,18,186,0
20,20,7300,13342,29,216,0
