ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16274,54,148,0
1,1,365,16218,71,127,0
2,2,730,16138,64,144,0
3,3,1095,16095,81,124,0
4,4,1460,16035,86,146,0
5,5,1825,15980,88,143,0
6,6,2190,15920,88,148,0
7,7,2555,15854,90,156,0
8,8,2920,15786,96,164,0
9,9,3285,15720,86,152,0
10,10,3650,15663,102,159,0
11,11,4015,15573,101,191,0
12,12,4380,15535,95,133,0
13,13,4745,15461,93,167,0
14,14,5110,15421,98,138,0
15,15,5475,15362,121,180,0
16,16,5840,15288,112,186,0
17,17,6205,15232,117,173,0
18,18,6570,15185,134,181,0
19,19,6935,15110,133,208,0
20,20,7300,15039,113,184,0
