ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16260,39,146,0
1,1,365,16145,20,135,0
2,2,730,16039,22,128,0
3,3,1095,15897,13,155,0
4,4,1460,15766,23,154,0
5,5,1825,15683,16,99,0
6,6,2190,15569,21,135,0
7,7,2555,15436,17,150,0
8,8,2920,15290,17,163,0
9,9,3285,15140,17,167,0
10,10,3650,15007,21,154,0
11,11,4015,14885,23,145,0
12,12,4380,14736,17,166,0
13,13,4745,14602,16,150,0
14,14,5110,14455,19,166,0
15,15,5475,14313,24,166,0
16,16,5840,14167,23,169,0
17,17,6205,14008,22,181,0
18,18,6570,13855,33,186,0
19,19,6935,13704,29,180,0
20,20,7300,13539,22,187,0
