ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16269,57,155,0
1,1,365,16155,30,144,0
2,2,730,16040,41,156,0
3,3,1095,15923,35,152,0
4,4,1460,15817,41,147,0
5,5,1825,15716,44,145,0
6,6,2190,15616,32,132,0
7,7,2555,15505,42,153,0
8,8,2920,15383,34,156,0
9,9,3285,15255,37,165,0
10,10,3650,15162,44,137,0
11,11,4015,15033,41,170,0
12,12,4380,14893,41,181,0
13,13,4745,14766,42,169,0
14,14,5110,14658,52,160,0
15,15,5475,14527,52,183,0
16,16,5840,14372,41,196,0
17,17,6205,14235,53,190,0
18,18,6570,14114,42,163,0
19,19,6935,13974,50,190,0
20,20,7300,13787,24,211,0
