ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16274,54,148,0
1,1,365,16213,76,137,0
2,2,730,16142,59,130,0
3,3,1095,16068,65,139,0
4,4,1460,16009,95,154,0
5,5,1825,15955,84,138,0
6,6,2190,15889,89,155,0
7,7,2555,15842,89,136,0
8,8,2920,15815,107,134,0
9,9,3285,15758,101,158,0
10,10,3650,15724,101,135,0
11,11,4015,15675,93,142,0
12,12,4380,15648,114,141,0
13,13,4745,15591,104,161,0
14,14,5110,15510,97,178,0
15,15,5475,15430,116,196,0
16,16,5840,15361,111,180,0
17,17,6205,15284,129,206,0
18,18,6570,15251,125,158,0
19,19,6935,15191,130,190,0
20,20,7300,15130,138,199,0
