ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16260,33,140,0
1,1,365,16141,24,143,0
2,2,730,16010,17,148,0
3,3,1095,15888,22,144,0
4,4,1460,15763,20,145,0
5,5,1825,15629,16,150,0
6,6,2190,15487,18,160,0
7,7,2555,15377,18,128,0
8,8,2920,15220,19,176,0
9,9,3285,15062,16,174,0
10,10,3650,14925,16,153,0
11,11,4015,14802,28,151,0
12,12,4380,14663,27,166,0
13,13,4745,14541,26,148,0
14,14,5110,14380,27,188,0
15,15,5475,14234,20,166,0
16,16,5840,14096,18,156,0
17,17,6205,13939,28,185,0
18,18,6570,13770,23,192,0
19,19,6935,13599,22,193,0
20,20,7300,13433,22,188,0
