ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16229,13,152,0
1,1,365,16105,9,133,0
2,2,730,15941,7,171,0
3,3,1095,15816,11,136,0
4,4,1460,15666,9,159,0
5,5,1825,15535,13,144,0
6,6,2190,15409,9,135,0
7,7,2555,15296,19,132,0
8,8,2920,15171,15,140,0
9,9,3285,15032,19,158,0
10,10,3650,14905,11,138,0
11,11,4015,14776,16,145,0
12,12,4380,14650,17,143,0
13,13,4745,14487,16,179,0
14,14,5110,14343,17,161,0
15,15,5475,14179,20,184,0
16,16,5840,14017,7,169,0
17,17,6205,13868,18,167,0
18,18,6570,13709,13,172,0
19,19,6935,13577,16,148,0
20,20,7300,13392,16,201,0
