ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16285,65,147,0
1,1,365,16220,81,146,0
2,2,730,16147,79,152,0
3,3,1095,16094,85,138,0
4,4,1460,16057,94,131,0
5,5,1825,16007,85,135,0
6,6,2190,15935,88,160,0
7,7,2555,15874,90,151,0
8,8,2920,15836,92,130,0
9,9,3285,15787,102,151,0
10,10,3650,15764,122,145,0
11,11,4015,15707,113,170,0
12,12,4380,15657,115,165,0
13,13,4745,15630,125,152,0
14,14,5110,15590,143,183,0
15,15,5475,15548,123,165,0
16,16,5840,15482,104,170,0
17,17,6205,15419,132,195,0
18,18,6570,15360,132,191,0
19,19,6935,15310,130,180,0
20,20,7300,15242,128,196,0
