ind,time,age,male,female
0,0,0,347,360
1,0,1,502,507
2,0,2,512,474
3,0,3,502,469
4,0,4,487,533
5,0,5,515,510
6,0,6,471,501
7,0,7,499,483
8,0,8,468,497
9,0,9,472,464
10,0,10,480,435
11,0,11,454,466
12,0,12,461,460
13,0,13,467,446
14,0,14,461,517
15,0,15,486,490
16,0,16,450,471
17,0,17,463,477
18,0,18,506,510
19,0,19,502,478
20,0,20,532,487
21,0,21,342,332
22,0,22,330,338
23,0,23,354,336
24,0,24,365,355
25,0,25,332,375
26,0,26,332,373
27,0,27,405,366
28,0,28,378,371
29,0,29,397,388
30,0,30,401,427
31,0,31,391,372
32,0,32,385,370
33,0,33,367,413
34,0,34,404,397
35,0,35,391,347
36,0,36,388,372
37,0,37,346,368
38,0,38,359,355
39,0,39,323,313
40,0,40,298,332
41,0,41,285,281
42,0,42,278,288
43,0,43,296,288
44,0,44,251,267
45,0,45,225,244
46,0,46,226,246
47,0,47,220,214
48,0,48,183,206
49,0,49,166,177
50,0,50,173,185
51,0,51,408,390
52,0,52,389,384
53,0,53,391,384
54,0,54,365,400
55,0,55,346,332
56,0,56,332,352
57,0,57,355,325
58,0,58,334,344
59,0,59,323,288
60,0,60,326,298
61,0,61,302,304
62,0,62,271,280
63,0,63,275,260
64,0,64,247,271
65,0,65,235,250
66,0,66,235,228
67,0,67,233,217
68,0,68,202,216
69,0,69,192,190
70,0,70,197,190
71,0,71,168,132
72,0,72,146,164
73,0,73,145,155
74,0,74,140,112
75,0,75,116,112
76,0,76,108,109
77,0,77,118,116
78,0,78,102,81
79,0,79,90,73
80,0,80,93,87
81,0,81,67,81
82,0,82,72,60
83,0,83,52,66
84,0,84,54,55
85,0,85,44,52
86,0,86,40,50
87,0,87,44,34
88,0,88,31,32
89,0,89,28,44
90,0,90,24,25
91,0,91,28,29
92,0,92,25,14
93,0,93,20,20
94,0,94,12,27
95,0,95,14,18
96,0,96,15,16
97,0,97,11,11
98,0,98,12,8
99,0,99,8,6
100,0,100,1,8
101,0,101,0,0
102,1,0,343,331
103,1,1,347,360
104,1,2,502,507
105,1,3,510,474
106,1,4,502,469
107,1,5,487,533
108,1,6,515,510
109,1,7,471,501
110,1,8,499,483
111,1,9,468,497
112,1,10,472,464
113,1,11,480,435
114,1,12,454,466
115,1,13,461,460
116,1,14,467,446
117,1,15,461,516
118,1,16,485,490
119,1,17,449,471
120,1,18,462,477
121,1,19,506,509
122,1,20,502,477
123,1,21,531,487
124,1,22,342,332
125,1,23,329,337
126,1,24,354,336
127,1,25,365,355
128,1,26,332,375
129,1,27,331,373
130,1,28,404,366
131,1,29,377,370
132,1,30,395,385
133,1,31,401,427
134,1,32,391,372
135,1,33,384,369
136,1,34,367,413
137,1,35,403,397
138,1,36,391,347
139,1,37,387,372
140,1,38,345,368
141,1,39,358,353
142,1,40,322,312
143,1,41,297,329
144,1,42,284,281
145,1,43,276,288
146,1,44,296,287
147,1,45,249,267
148,1,46,223,244
149,1,47,226,245
150,1,48,219,213
151,1,49,182,206
152,1,50,165,176
153,1,51,171,185
154,1,52,407,389
155,1,53,384,384
156,1,54,388,380
157,1,55,360,399
158,1,56,341,329
159,1,57,326,351
160,1,58,345,325
161,1,59,328,339
162,1,60,317,285
163,1,61,321,297
164,1,62,299,297
165,1,63,263,275
166,1,64,266,259
167,1,65,241,269
168,1,66,231,247
169,1,67,229,225
170,1,68,223,212
171,1,69,195,211
172,1,70,188,183
173,1,71,190,184
174,1,72,162,128
175,1,73,137,162
176,1,74,142,151
177,1,75,137,104
178,1,76,109,106
179,1,77,102,102
180,1,78,108,114
181,1,79,94,75
182,1,80,84,67
183,1,81,77,76
184,1,82,60,78
185,1,83,62,51
186,1,84,51,62
187,1,85,42,54
188,1,86,42,48
189,1,87,38,42
190,1,88,38,27
191,1,89,26,28
192,1,90,23,41
193,1,91,16,21
194,1,92,20,24
195,1,93,21,11
196,1,94,16,15
197,1,95,9,19
198,1,96,11,16
199,1,97,10,13
200,1,98,5,10
201,1,99,11,7
202,1,100,2,4
203,1,101,0,0
204,2,0,340,317
205,2,1,343,331
206,2,2,347,360
207,2,3,502,507
208,2,4,510,474
209,2,5,502,469
210,2,6,487,533
211,2,7,515,510
212,2,8,470,500
213,2,9,497,483
214,2,10,467,497
215,2,11,472,464
216,2,12,480,435
217,2,13,453,466
218,2,14,459,460
219,2,15,467,446
220,2,16,461,516
221,2,17,483,489
222,2,18,449,471
223,2,19,462,476
224,2,20,506,508
225,2,21,501,477
226,2,22,529,487
227,2,23,342,332
228,2,24,329,337
229,2,25,354,336
230,2,26,365,354
231,2,27,332,375
232,2,28,331,373
233,2,29,404,366
234,2,30,376,370
235,2,31,394,385
236,2,32,400,427
237,2,33,391,372
238,2,34,383,369
239,2,35,366,412
240,2,36,401,397
241,2,37,391,347
242,2,38,386,372
243,2,39,345,367
244,2,40,357,353
245,2,41,321,312
246,2,42,295,328
247,2,43,284,280
248,2,44,276,287
249,2,45,295,285
250,2,46,249,267
251,2,47,223,243
252,2,48,222,244
253,2,49,218,213
254,2,50,181,205
255,2,51,165,175
256,2,52,171,185
257,2,53,403,387
258,2,54,382,383
259,2,55,385,379
260,2,56,357,394
261,2,57,333,327
262,2,58,315,344
263,2,59,339,320
264,2,60,326,337
265,2,61,310,280
266,2,62,314,293
267,2,63,295,294
268,2,64,258,272
269,2,65,261,254
270,2,66,230,265
271,2,67,222,243
272,2,68,223,221
273,2,69,215,208
274,2,70,191,208
275,2,71,182,179
276,2,72,177,175
277,2,73,151,124
278,2,74,132,159
279,2,75,132,146
280,2,76,129,101
281,2,77,100,101
282,2,78,95,96
283,2,79,98,110
284,2,80,87,75
285,2,81,80,61
286,2,82,66,72
287,2,83,54,67
288,2,84,57,45
289,2,85,38,58
290,2,86,32,49
291,2,87,38,43
292,2,88,30,37
293,2,89,33,22
294,2,90,25,26
295,2,91,17,36
296,2,92,14,17
297,2,93,17,22
298,2,94,15,9
299,2,95,12,9
300,2,96,7,15
301,2,97,10,13
302,2,98,5,10
303,2,99,5,9
304,2,100,11,5
305,2,101,0,0
306,3,0,376,354
307,3,1,340,317
308,3,2,343,331
309,3,3,347,359
310,3,4,501,507
311,3,5,510,473
312,3,6,502,469
313,3,7,486,533
314,3,8,514,510
315,3,9,470,500
316,3,10,497,483
317,3,11,467,497
318,3,12,471,464
319,3,13,480,435
320,3,14,453,466
321,3,15,458,459
322,3,16,466,446
323,3,17,460,516
324,3,18,483,488
325,3,19,449,471
326,3,20,462,476
327,3,21,506,508
328,3,22,500,477
329,3,23,529,487
330,3,24,342,332
331,3,25,329,337
332,3,26,354,336
333,3,27,364,354
334,3,28,332,374
335,3,29,331,373
336,3,30,404,366
337,3,31,375,369
338,3,32,393,384
339,3,33,399,427
340,3,34,390,372
341,3,35,383,368
342,3,36,365,412
343,3,37,401,397
344,3,38,391,347
345,3,39,385,372
346,3,40,343,367
347,3,41,357,353
348,3,42,320,312
349,3,43,295,327
350,3,44,284,278
351,3,45,276,286
352,3,46,293,284
353,3,47,249,266
354,3,48,221,242
355,3,49,220,243
356,3,50,216,213
357,3,51,181,205
358,3,52,165,175
359,3,53,168,184
360,3,54,397,385
361,3,55,378,382
362,3,56,381,378
363,3,57,351,386
364,3,58,326,323
365,3,59,311,342
366,3,60,332,318
367,3,61,321,333
368,3,62,305,274
369,3,63,309,289
370,3,64,285,286
371,3,65,252,271
372,3,66,252,250
373,3,67,216,261
374,3,68,210,238
375,3,69,211,218
376,3,70,203,205
377,3,71,181,203
378,3,72,175,175
379,3,73,165,171
380,3,74,144,118
381,3,75,125,153
382,3,76,125,134
383,3,77,121,97
384,3,78,95,96
385,3,79,87,95
386,3,80,90,105
387,3,81,79,70
388,3,82,75,55
389,3,83,58,65
390,3,84,49,55
391,3,85,48,40
392,3,86,34,52
393,3,87,28,42
394,3,88,31,38
395,3,89,26,35
396,3,90,28,17
397,3,91,20,23
398,3,92,12,31
399,3,93,12,15
400,3,94,13,22
401,3,95,11,9
402,3,96,10,7
403,3,97,5,13
404,3,98,8,9
405,3,99,4,7
406,3,100,4,8
407,3,101,0,0
408,4,0,395,349
409,4,1,376,354
410,4,2,340,317
411,4,3,343,331
412,4,4,347,359
413,4,5,501,507
414,4,6,509,473
415,4,7,502,469
416,4,8,486,533
417,4,9,514,510
418,4,10,469,500
419,4,11,496,483
420,4,12,466,496
421,4,13,471,464
422,4,14,480,435
423,4,15,453,466
424,4,16,457,459
425,4,17,466,446
426,4,18,460,515
427,4,19,481,488
428,4,20,449,471
429,4,21,462,476
430,4,22,506,508
431,4,23,500,476
432,4,24,529,487
433,4,25,341,332
434,4,26,329,337
435,4,27,354,336
436,4,28,362,354
437,4,29,332,374
438,4,30,331,373
439,4,31,404,364
440,4,32,375,368
441,4,33,392,384
442,4,34,398,426
443,4,35,389,372
444,4,36,382,368
445,4,37,363,412
446,4,38,401,397
447,4,39,390,346
448,4,40,384,372
449,4,41,343,366
450,4,42,355,353
451,4,43,320,312
452,4,44,294,327
453,4,45,284,278
454,4,46,276,286
455,4,47,293,284
456,4,48,249,266
457,4,49,219,242
458,4,50,217,243
459,4,51,216,213
460,4,52,181,205
461,4,53,164,173
462,4,54,166,182
463,4,55,394,383
464,4,56,377,381
465,4,57,378,373
466,4,58,347,384
467,4,59,318,321
468,4,60,306,338
469,4,61,325,310
470,4,62,307,330
471,4,63,298,270
472,4,64,301,282
473,4,65,278,279
474,4,66,239,262
475,4,67,243,245
476,4,68,207,257
477,4,69,204,231
478,4,70,202,216
479,4,71,194,201
480,4,72,168,194
481,4,73,166,169
482,4,74,154,163
483,4,75,134,113
484,4,76,116,144
485,4,77,118,129
486,4,78,109,95
487,4,79,83,90
488,4,80,77,83
489,4,81,83,100
490,4,82,73,63
491,4,83,66,53
492,4,84,50,59
493,4,85,43,49
494,4,86,45,36
495,4,87,32,51
496,4,88,27,38
497,4,89,27,33
498,4,90,23,32
499,4,91,22,15
500,4,92,15,21
501,4,93,10,26
