ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16277,65,155,0
1,1,365,16197,61,141,0
2,2,730,16102,45,140,0
3,3,1095,15995,45,152,0
4,4,1460,15941,71,125,0
5,5,1825,15855,56,142,0
6,6,2190,15783,66,138,0
7,7,2555,15700,59,142,0
8,8,2920,15569,49,180,0
9,9,3285,15459,50,160,0
10,10,3650,15373,63,149,0
11,11,4015,15265,63,171,0
12,12,4380,15141,56,180,0
13,13,4745,15061,66,146,0
14,14,5110,14979,69,151,0
15,15,5475,14871,72,180,0
16,16,5840,14766,69,174,0
17,17,6205,14673,69,162,0
18,18,6570,14584,78,167,0
19,19,6935,14463,69,190,0
20,20,7300,14344,65,184,0
