ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16291,53,130,0
1,1,365,16190,67,168,0
2,2,730,16126,68,132,0
3,3,1095,16043,72,155,0
4,4,1460,15977,85,151,0
5,5,1825,15917,83,143,0
6,6,2190,15858,71,130,0
7,7,2555,15810,88,136,0
8,8,2920,15772,104,142,0
9,9,3285,15712,77,137,0
10,10,3650,15657,102,157,0
11,11,4015,15616,133,174,0
12,12,4380,15539,84,161,0
13,13,4745,15503,119,155,0
14,14,5110,15450,111,164,0
15,15,5475,15406,130,174,0
16,16,5840,15333,119,192,0
17,17,6205,15275,126,184,0
18,18,6570,15218,140,197,0
19,19,6935,15200,159,177,0
20,20,7300,15144,150,206,0
