ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16255,38,151,0
1,1,365,16119,26,162,0
2,2,730,16011,27,135,0
3,3,1095,15886,22,147,0
4,4,1460,15762,26,150,0
5,5,1825,15630,22,154,0
6,6,2190,15539,35,126,0
7,7,2555,15419,29,149,0
8,8,2920,15300,30,149,0
9,9,3285,15176,29,153,0
10,10,3650,15042,30,164,0
11,11,4015,14920,41,163,0
12,12,4380,14792,31,159,0
13,13,4745,14671,40,161,0
14,14,5110,14560,41,152,0
15,15,5475,14439,37,158,0
16,16,5840,14296,37,180,0
17,17,6205,14152,35,179,0
18,18,6570,13980,24,196,0
19,19,6935,13849,39,170,0
20,20,7300,13682,26,193,0
