ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16244,25,148,0
1,1,365,16085,18,177,0
2,2,730,15943,15,157,0
3,3,1095,15822,15,136,0
4,4,1460,15708,11,125,0
5,5,1825,15587,12,133,0
6,6,2190,15464,16,139,0
7,7,2555,15333,11,142,0
8,8,2920,15190,10,153,0
9,9,3285,15055,19,154,0
10,10,3650,14914,28,169,0
11,11,4015,14775,25,164,0
12,12,4380,14630,18,163,0
13,13,4745,14488,17,159,0
14,14,5110,14349,29,168,0
15,15,5475,14226,19,142,0
16,16,5840,14083,35,178,0
17,17,6205,13932,29,180,0
18,18,6570,13773,16,175,0
19,19,6935,13630,25,168,0
20,20,7300,13458,18,190,0
