ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16275,63,155,0
1,1,365,16189,83,169,0
2,2,730,16131,72,130,0
3,3,1095,16078,90,143,0
4,4,1460,15993,77,162,0
5,5,1825,15956,89,126,0
6,6,2190,15868,70,158,0
7,7,2555,15798,80,150,0
8,8,2920,15755,107,150,0
9,9,3285,15693,101,163,0
10,10,3650,15605,102,190,0
11,11,4015,15545,115,175,0
12,12,4380,15493,107,159,0
13,13,4745,15420,120,193,0
14,14,5110,15381,113,152,0
15,15,5475,15351,138,168,0
16,16,5840,15325,119,145,0
17,17,6205,15262,119,182,0
18,18,6570,15225,135,172,0
19,19,6935,15171,133,187,0
20,20,7300,15083,118,206,0
