ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16300,67,136,0
1,1,365,16204,55,151,0
2,2,730,16122,88,170,0
3,3,1095,16071,74,125,0
4,4,1460,16010,89,150,0
5,5,1825,15917,66,159,0
6,6,2190,15853,77,141,0
7,7,2555,15785,80,148,0
8,8,2920,15703,76,158,0
9,9,3285,15634,94,163,0
10,10,3650,15552,74,156,0
11,11,4015,15508,114,158,0
12,12,4380,15445,89,152,0
13,13,4745,15378,93,160,0
14,14,5110,15319,108,167,0
15,15,5475,15270,110,159,0
16,16,5840,15197,103,176,0
17,17,6205,15136,119,180,0
18,18,6570,15046,109,199,0
19,19,6935,14967,117,196,0
20,20,7300,14884,113,196,0
