ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16299,81,150,0
1,1,365,16220,66,145,0
2,2,730,16165,91,146,0
3,3,1095,16116,89,138,0
4,4,1460,16069,87,134,0
5,5,1825,16021,87,135,0
6,6,2190,15953,89,157,0
7,7,2555,15904,104,153,0
8,8,2920,15840,91,155,0
9,9,3285,15762,86,164,0
10,10,3650,15710,95,147,0
11,11,4015,15623,71,158,0
12,12,4380,15571,104,156,0
13,13,4745,15538,108,141,0
14,14,5110,15478,114,174,0
15,15,5475,15432,129,175,0
16,16,5840,15382,124,174,0
17,17,6205,15350,137,169,0
18,18,6570,15288,130,192,0
19,19,6935,15234,111,165,0
20,20,7300,15189,128,173,0
