ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16281,58,144,0
1,1,365,16207,63,137,0
2,2,730,16136,82,153,0
3,3,1095,16070,72,138,0
4,4,1460,16009,81,142,0
5,5,1825,15931,75,153,0
6,6,2190,15875,88,144,0
7,7,2555,15820,91,146,0
8,8,2920,15811,115,124,0
9,9,3285,15739,97,169,0
10,10,3650,15676,87,150,0
11,11,4015,15634,123,165,0
12,12,4380,15580,95,149,0
13,13,4745,15524,112,168,0
14,14,5110,15494,140,170,0
15,15,5475,15420,107,181,0
16,16,5840,15379,127,168,0
17,17,6205,15339,143,183,0
18,18,6570,15284,139,194,0
19,19,6935,15223,132,193,0
20,20,7300,15186,145,182,0
