ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16289,58,138,0
1,1,365,16207,50,132,0
2,2,730,16130,59,136,0
3,3,1095,16050,68,148,0
4,4,1460,15964,52,138,0
5,5,1825,15900,75,139,0
6,6,2190,15846,77,131,0
7,7,2555,15767,65,144,0
8,8,2920,15675,62,154,0
9,9,3285,15587,70,158,0
10,10,3650,15510,73,150,0
11,11,4015,15409,65,166,0
12,12,4380,15348,99,160,0
13,13,4745,15259,86,175,0
14,14,5110,15161,74,172,0
15,15,5475,15086,77,152,0
16,16,5840,15035,98,149,0
17,17,6205,14962,97,170,0
18,18,6570,14846,93,209,0
19,19,6935,14746,92,192,0
20,20,7300,14642,95,199,0
