ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16251,24,142,0
1,1,365,16141,13,123,0
2,2,730,15992,9,158,0
3,3,1095,15863,9,138,0
4,4,1460,15735,13,141,0
5,5,1825,15620,14,129,0
6,6,2190,15491,12,141,0
7,7,2555,15364,11,138,0
8,8,2920,15225,17,156,0
9,9,3285,15100,18,143,0
10,10,3650,14957,20,163,0
11,11,4015,14834,16,139,0
12,12,4380,14706,13,141,0
13,13,4745,14553,16,169,0
14,14,5110,14393,8,168,0
15,15,5475,14246,21,168,0
16,16,5840,14085,18,179,0
17,17,6205,13924,19,180,0
18,18,6570,13745,16,195,0
19,19,6935,13579,33,199,0
20,20,7300,13399,16,196,0
