ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16266,44,145,0
1,1,365,16168,33,131,0
2,2,730,16061,30,137,0
3,3,1095,15928,25,158,0
4,4,1460,15828,32,132,0
5,5,1825,15701,22,149,0
6,6,2190,15578,32,155,0
7,7,2555,15465,24,137,0
8,8,2920,15355,37,147,0
9,9,3285,15227,23,151,0
10,10,3650,15097,31,161,0
11,11,4015,14972,27,152,0
12,12,4380,14845,28,155,0
13,13,4745,14708,26,163,0
14,14,5110,14567,36,177,0
15,15,5475,14443,27,151,0
16,16,5840,14295,34,182,0
17,17,6205,14144,37,188,0
18,18,6570,14009,51,186,0
19,19,6935,13855,27,181,0
20,20,7300,13702,31,184,0
