ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16299,60,130,0
1,1,365,16237,79,141,0
2,2,730,16169,77,145,0
3,3,1095,16117,91,143,0
4,4,1460,16090,105,132,0
5,5,1825,16056,108,142,0
6,6,2190,16007,109,158,0
7,7,2555,15970,111,148,0
8,8,2920,15934,109,145,0
9,9,3285,15888,107,153,0
10,10,3650,15856,125,157,0
11,11,4015,15838,128,146,0
12,12,4380,15797,118,159,0
13,13,4745,15768,133,162,0
14,14,5110,15741,139,166,0
15,15,5475,15716,148,173,0
16,16,5840,15699,143,160,0
17,17,6205,15675,144,168,0
18,18,6570,15640,149,184,0
19,19,6935,15585,148,203,0
20,20,7300,15571,173,187,0
