ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16295,71,145,0
1,1,365,16218,70,147,0
2,2,730,16158,86,146,0
3,3,1095,16084,82,156,0
4,4,1460,16018,82,148,0
5,5,1825,15967,101,152,0
6,6,2190,15903,82,146,0
7,7,2555,15849,96,150,0
8,8,2920,15808,105,146,0
9,9,3285,15767,104,145,0
10,10,3650,15698,98,167,0
11,11,4015,15669,128,157,0
12,12,4380,15620,129,178,0
13,13,4745,15581,125,164,0
14,14,5110,15557,128,152,0
15,15,5475,15527,138,168,0
16,16,5840,15471,130,186,0
17,17,6205,15429,143,185,0
18,18,6570,15403,144,170,0
19,19,6935,15366,136,173,0
20,20,7300,15327,172,211,0
