ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16292,70,145,0
1,1,365,16207,63,148,0
2,2,730,16115,71,163,0
3,3,1095,16023,58,150,0
4,4,1460,15955,78,146,0
5,5,1825,15903,92,144,0
6,6,2190,15824,79,158,0
7,7,2555,15759,89,154,0
8,8,2920,15701,99,157,0
9,9,3285,15608,79,172,0
10,10,3650,15537,96,167,0
11,11,4015,15480,93,150,0
12,12,4380,15414,110,176,0
13,13,4745,15344,97,167,0
14,14,5110,15292,101,153,0
15,15,5475,15214,105,183,0
16,16,5840,15129,104,189,0
17,17,6205,15077,132,184,0
18,18,6570,15031,130,176,0
19,19,6935,14964,117,184,0
20,20,7300,14901,129,192,0
