ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16265,52,154,0
1,1,365,16168,58,155,0
2,2,730,16092,68,144,0
3,3,1095,16030,90,152,0
4,4,1460,15961,78,147,0
5,5,1825,15880,56,137,0
6,6,2190,15805,70,145,0
7,7,2555,15724,73,154,0
8,8,2920,15650,81,155,0
9,9,3285,15622,109,137,0
10,10,3650,15559,73,136,0
11,11,4015,15489,91,161,0
12,12,4380,15408,87,168,0
13,13,4745,15315,91,184,0
14,14,5110,15233,83,165,0
15,15,5475,15178,90,145,0
16,16,5840,15088,93,183,0
17,17,6205,15016,98,170,0
18,18,6570,14915,93,194,0
19,19,6935,14865,125,175,0
20,20,7300,14756,87,196,0
