ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16305,67,130,0
1,1,365,16217,64,152,0
2,2,730,16168,88,137,0
3,3,1095,16124,101,145,0
4,4,1460,16100,115,139,0
5,5,1825,16069,109,140,0
6,6,2190,16038,110,141,0
7,7,2555,15990,98,146,0
8,8,2920,15979,141,152,0
9,9,3285,15923,111,167,0
10,10,3650,15917,142,148,0
11,11,4015,15898,138,157,0
12,12,4380,15864,125,159,0
13,13,4745,15817,126,173,0
14,14,5110,15794,136,159,0
15,15,5475,15773,141,162,0
16,16,5840,15767,158,164,0
17,17,6205,15746,157,178,0
18,18,6570,15691,145,200,0
19,19,6935,15687,169,173,0
20,20,7300,15676,181,192,0
