ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16288,60,139,0
1,1,365,16197,67,158,0
2,2,730,16134,76,139,0
3,3,1095,16061,86,159,0
4,4,1460,15978,85,168,0
5,5,1825,15929,88,137,0
6,6,2190,15831,78,176,0
7,7,2555,15764,93,160,0
8,8,2920,15713,87,138,0
9,9,3285,15640,96,169,0
10,10,3650,15549,93,184,0
11,11,4015,15495,122,176,0
12,12,4380,15455,105,145,0
13,13,4745,15414,123,164,0
14,14,5110,15386,138,166,0
15,15,5475,15323,122,185,0
16,16,5840,15251,106,178,0
17,17,6205,15190,127,188,0
18,18,6570,15151,145,184,0
19,19,6935,15077,121,195,0
20,20,7300,15035,130,172,0
