ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16276,70,163,0
1,1,365,16210,64,130,0
2,2,730,16162,72,120,0
3,3,1095,16129,86,119,0
4,4,1460,16051,69,147,0
5,5,1825,15985,87,153,0
6,6,2190,15953,101,133,0
7,7,2555,15893,103,163,0
8,8,2920,15850,105,148,0
9,9,3285,15755,81,176,0
10,10,3650,15734,130,151,0
11,11,4015,15684,128,178,0
12,12,4380,15629,102,157,0
13,13,4745,15575,110,164,0
14,14,5110,15525,112,162,0
15,15,5475,15448,127,204,0
16,16,5840,15437,139,150,0
17,17,6205,15349,103,191,0
18,18,6570,15294,131,186,0
19,19,6935,15226,118,186,0
20,20,7300,15200,157,183,0
