ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16266,68,170,0
1,1,365,16187,54,133,0
2,2,730,16121,72,138,0
3,3,1095,16051,70,140,0
4,4,1460,15980,84,155,0
5,5,1825,15933,90,137,0
6,6,2190,15856,73,150,0
7,7,2555,15792,91,155,0
8,8,2920,15742,91,141,0
9,9,3285,15708,109,143,0
10,10,3650,15647,95,156,0
11,11,4015,15595,101,153,0
12,12,4380,15545,97,147,0
13,13,4745,15501,121,165,0
14,14,5110,15436,115,180,0
15,15,5475,15381,119,174,0
16,16,5840,15356,132,157,0
17,17,6205,15322,131,165,0
18,18,6570,15276,123,169,0
19,19,6935,15188,122,210,0
20,20,7300,15096,125,217,0
