ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16299,81,150,0
1,1,365,16228,84,155,0
2,2,730,16168,75,135,0
3,3,1095,16117,87,138,0
4,4,1460,16055,77,139,0
5,5,1825,16009,94,140,0
6,6,2190,15969,97,137,0
7,7,2555,15920,94,143,0
8,8,2920,15879,100,141,0
9,9,3285,15845,102,136,0
10,10,3650,15790,121,176,0
11,11,4015,15738,96,148,0
12,12,4380,15662,101,177,0
13,13,4745,15608,112,166,0
14,14,5110,15561,121,168,0
15,15,5475,15505,119,175,0
16,16,5840,15444,122,183,0
17,17,6205,15403,138,179,0
18,18,6570,15358,135,180,0
19,19,6935,15310,128,176,0
20,20,7300,15251,149,208,0
