ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16272,55,152,0
1,1,365,16219,76,129,0
2,2,730,16112,49,156,0
3,3,1095,16032,65,145,0
4,4,1460,15961,60,131,0
5,5,1825,15892,62,131,0
6,6,2190,15790,46,148,0
7,7,2555,15671,49,168,0
8,8,2920,15599,69,141,0
9,9,3285,15516,71,154,0
10,10,3650,15410,59,165,0
11,11,4015,15330,73,153,0
12,12,4380,15229,63,164,0
13,13,4745,15134,72,167,0
14,14,5110,15038,78,174,0
15,15,5475,14906,59,191,0
16,16,5840,14792,63,177,0
17,17,6205,14697,69,164,0
18,18,6570,14607,69,159,0
19,19,6935,14488,68,187,0
20,20,7300,14377,63,174,0
