ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16262,36,141,0
1,1,365,16125,26,163,0
2,2,730,15991,31,165,0
3,3,1095,15875,27,143,0
4,4,1460,15747,17,145,0
5,5,1825,15628,25,144,0
6,6,2190,15494,31,165,0
7,7,2555,15364,42,172,0
8,8,2920,15250,30,144,0
9,9,3285,15101,17,166,0
10,10,3650,14970,30,161,0
11,11,4015,14848,25,147,0
12,12,4380,14709,23,162,0
13,13,4745,14560,19,168,0
14,14,5110,14447,37,150,0
15,15,5475,14313,32,166,0
16,16,5840,14163,27,177,0
17,17,6205,14031,41,173,0
18,18,6570,13904,42,169,0
19,19,6935,13749,39,194,0
20,20,7300,13597,32,184,0
