ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16227,14,154,0
1,1,365,16087,10,150,0
2,2,730,15948,11,150,0
3,3,1095,15815,8,141,0
4,4,1460,15662,9,162,0
5,5,1825,15511,13,164,0
6,6,2190,15381,12,142,0
7,7,2555,15259,16,138,0
8,8,2920,15103,16,172,0
9,9,3285,14958,18,163,0
10,10,3650,14802,9,165,0
11,11,4015,14674,20,148,0
12,12,4380,14506,8,176,0
13,13,4745,14360,17,163,0
14,14,5110,14172,11,199,0
15,15,5475,14012,18,178,0
16,16,5840,13840,15,187,0
17,17,6205,13702,22,160,0
18,18,6570,13521,16,197,0
19,19,6935,13358,18,181,0
20,20,7300,13189,13,182,0
