ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16256,41,154,0
1,1,365,16147,35,144,0
2,2,730,16033,35,149,0
3,3,1095,15940,30,123,0
4,4,1460,15821,31,150,0
5,5,1825,15717,31,135,0
6,6,2190,15628,47,136,0
7,7,2555,15510,36,154,0
8,8,2920,15387,31,154,0
9,9,3285,15287,42,142,0
10,10,3650,15171,28,144,0
11,11,4015,15050,31,152,0
12,12,4380,14944,43,149,0
13,13,4745,14808,35,171,0
14,14,5110,14702,35,141,0
15,15,5475,14557,48,193,0
16,16,5840,14428,51,180,0
17,17,6205,14283,44,189,0
18,18,6570,14141,42,184,0
19,19,6935,14010,61,192,0
20,20,7300,13864,48,194,0
