ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16303,62,126,0
1,1,365,16240,74,137,0
2,2,730,16184,73,129,0
3,3,1095,16114,91,161,0
4,4,1460,16043,81,152,0
5,5,1825,15981,86,148,0
6,6,2190,15908,81,154,0
7,7,2555,15849,94,153,0
8,8,2920,15805,107,151,0
9,9,3285,15786,114,133,0
10,10,3650,15738,115,163,0
11,11,4015,15669,103,172,0
12,12,4380,15629,112,152,0
13,13,4745,15607,132,154,0
14,14,5110,15555,112,164,0
15,15,5475,15531,124,148,0
16,16,5840,15483,140,188,0
17,17,6205,15417,125,191,0
18,18,6570,15364,137,190,0
19,19,6935,15326,141,179,0
20,20,7300,15270,150,206,0
