ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16262,33,138,0
1,1,365,16145,16,133,0
2,2,730,15991,17,171,0
3,3,1095,15840,18,169,0
4,4,1460,15726,14,128,0
5,5,1825,15614,22,134,0
6,6,2190,15481,14,147,0
7,7,2555,15339,19,161,0
8,8,2920,15183,15,171,0
9,9,3285,15027,16,172,0
10,10,3650,14886,15,156,0
11,11,4015,14748,18,156,0
12,12,4380,14615,15,148,0
13,13,4745,14471,19,163,0
14,14,5110,14314,18,175,0
15,15,5475,14158,22,178,0
16,16,5840,13994,17,181,0
17,17,6205,13820,15,189,0
18,18,6570,13647,20,193,0
19,19,6935,13484,16,179,0
20,20,7300,13319,19,184,0
