ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16279,49,138,0
1,1,365,16183,55,151,0
2,2,730,16109,79,153,0
3,3,1095,16044,82,147,0
4,4,1460,15974,76,146,0
5,5,1825,15880,70,164,0
6,6,2190,15826,77,131,0
7,7,2555,15737,67,156,0
8,8,2920,15704,95,128,0
9,9,3285,15652,96,148,0
10,10,3650,15580,96,168,0
11,11,4015,15496,84,168,0
12,12,4380,15421,106,181,0
13,13,4745,15394,126,153,0
14,14,5110,15326,110,178,0
15,15,5475,15254,114,186,0
16,16,5840,15223,130,161,0
17,17,6205,15178,132,177,0
18,18,6570,15127,128,179,0
19,19,6935,15079,141,189,0
20,20,7300,15030,136,185,0
