ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16300,69,136,0
1,1,365,16218,57,139,0
2,2,730,16137,65,146,0
3,3,1095,16073,78,142,0
4,4,1460,16008,89,154,0
5,5,1825,15938,85,155,0
6,6,2190,15883,91,146,0
7,7,2555,15810,88,161,0
8,8,2920,15746,87,151,0
9,9,3285,15732,127,141,0
10,10,3650,15679,107,160,0
11,11,4015,15640,117,156,0
12,12,4380,15595,98,143,0
13,13,4745,15544,118,169,0
14,14,5110,15475,114,183,0
15,15,5475,15429,108,154,0
16,16,5840,15368,134,195,0
17,17,6205,15315,118,171,0
18,18,6570,15253,133,195,0
19,19,6935,15200,128,181,0
20,20,7300,15150,120,170,0
