ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16241,13,140,0
1,1,365,16107,13,147,0
2,2,730,15957,7,157,0
3,3,1095,15822,14,149,0
4,4,1460,15715,13,120,0
5,5,1825,15591,10,134,0
6,6,2190,15459,15,147,0
7,7,2555,15319,12,152,0
8,8,2920,15188,11,142,0
9,9,3285,15058,18,148,0
10,10,3650,14912,9,155,0
11,11,4015,14758,11,165,0
12,12,4380,14614,18,162,0
13,13,4745,14484,18,148,0
14,14,5110,14336,13,161,0
15,15,5475,14205,19,150,0
16,16,5840,14057,15,163,0
17,17,6205,13901,12,168,0
18,18,6570,13748,13,166,0
19,19,6935,13579,19,188,0
20,20,7300,13414,15,180,0
