ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16310,67,125,0
1,1,365,16217,51,144,0
2,2,730,16114,45,148,0
3,3,1095,16020,42,136,0
4,4,1460,15907,34,147,0
5,5,1825,15779,32,160,0
6,6,2190,15665,38,152,0
7,7,2555,15542,30,153,0
8,8,2920,15429,29,142,0
9,9,3285,15309,12,132,0
10,10,3650,15191,22,140,0
11,11,4015,15041,15,165,0
12,12,4380,14898,22,165,0
13,13,4745,14734,15,179,0
14,14,5110,14574,11,171,0
15,15,5475,14400,10,184,0
16,16,5840,14260,13,153,0
17,17,6205,14112,8,156,0
18,18,6570,13954,14,172,0
19,19,6935,13787,8,175,0
20,20,7300,13610,5,182,0
