ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16277,62,154,0
1,1,365,16206,78,149,0
2,2,730,16116,70,160,0
3,3,1095,16027,69,158,0
4,4,1460,15958,91,160,0
5,5,1825,15901,89,146,0
6,6,2190,15831,81,151,0
7,7,2555,15773,74,132,0
8,8,2920,15717,99,155,0
9,9,3285,15625,91,183,0
10,10,3650,15575,93,143,0
11,11,4015,15575,127,127,0
12,12,4380,15505,85,155,0
13,13,4745,15468,117,154,0
14,14,5110,15401,103,170,0
15,15,5475,15334,108,175,0
16,16,5840,15302,127,159,0
17,17,6205,15247,120,175,0
18,18,6570,15209,132,170,0
19,19,6935,15148,136,197,0
20,20,7300,15070,122,200,0
