ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16277,62,154,0
1,1,365,16205,70,142,0
2,2,730,16140,76,141,0
3,3,1095,16094,93,139,0
4,4,1460,16024,87,157,0
5,5,1825,15943,76,157,0
6,6,2190,15892,92,143,0
7,7,2555,15842,90,140,0
8,8,2920,15772,86,156,0
9,9,3285,15730,107,149,0
10,10,3650,15686,91,135,0
11,11,4015,15628,107,165,0
12,12,4380,15593,120,155,0
13,13,4745,15527,111,177,0
14,14,5110,15477,114,164,0
15,15,5475,15386,109,200,0
16,16,5840,15354,125,157,0
17,17,6205,15311,124,167,0
18,18,6570,15244,127,194,0
19,19,6935,15164,121,201,0
20,20,7300,15103,122,183,0
