ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16295,55,128,0
1,1,365,16208,60,147,0
2,2,730,16118,60,150,0
3,3,1095,16001,49,166,0
4,4,1460,15902,45,144,0
5,5,1825,15798,49,153,0
6,6,2190,15721,59,136,0
7,7,2555,15632,48,137,0
8,8,2920,15540,66,158,0
9,9,3285,15435,49,154,0
10,10,3650,15313,49,171,0
11,11,4015,15214,60,159,0
12,12,4380,15116,58,156,0
13,13,4745,15024,65,157,0
14,14,5110,14935,64,153,0
15,15,5475,14830,68,173,0
16,16,5840,14735,66,161,0
17,17,6205,14637,65,163,0
18,18,6570,14564,77,150,0
19,19,6935,14470,75,169,0
20,20,7300,14335,65,200,0
