ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16267,53,153,0
1,1,365,16193,59,133,0
2,2,730,16093,58,158,0
3,3,1095,15990,47,150,0
4,4,1460,15884,57,163,0
5,5,1825,15797,58,145,0
6,6,2190,15714,65,148,0
7,7,2555,15627,62,149,0
8,8,2920,15531,71,167,0
9,9,3285,15417,52,166,0
10,10,3650,15314,52,155,0
11,11,4015,15233,74,155,0
12,12,4380,15144,55,144,0
13,13,4745,15043,72,173,0
14,14,5110,14976,69,136,0
15,15,5475,14865,74,185,0
16,16,5840,14780,66,151,0
17,17,6205,14687,72,165,0
18,18,6570,14562,75,200,0
19,19,6935,14457,81,186,0
20,20,7300,14346,76,187,0
