ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16299,63,131,0
1,1,365,16210,67,156,0
2,2,730,16154,88,144,0
3,3,1095,16107,91,138,0
4,4,1460,16084,87,110,0
5,5,1825,16004,85,165,0
6,6,2190,15927,84,161,0
7,7,2555,15874,101,154,0
8,8,2920,15814,98,158,0
9,9,3285,15776,115,153,0
10,10,3650,15732,116,160,0
11,11,4015,15702,119,149,0
12,12,4380,15678,127,151,0
13,13,4745,15603,105,180,0
14,14,5110,15566,121,158,0
15,15,5475,15482,95,179,0
16,16,5840,15436,119,165,0
17,17,6205,15389,142,189,0
18,18,6570,15344,131,176,0
19,19,6935,15309,142,177,0
20,20,7300,15215,126,220,0
