ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16299,81,150,0
1,1,365,16229,73,143,0
2,2,730,16155,67,141,0
3,3,1095,16095,90,150,0
4,4,1460,16053,82,124,0
5,5,1825,15987,79,145,0
6,6,2190,15939,99,147,0
7,7,2555,15874,95,160,0
8,8,2920,15792,91,173,0
9,9,3285,15725,81,148,0
10,10,3650,15712,112,125,0
11,11,4015,15644,92,160,0
12,12,4380,15609,112,147,0
13,13,4745,15568,116,157,0
14,14,5110,15485,111,194,0
15,15,5475,15444,131,172,0
16,16,5840,15395,135,184,0
17,17,6205,15335,116,176,0
18,18,6570,15288,124,171,0
19,19,6935,15234,124,178,0
20,20,7300,15212,158,180,0
