ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16272,61,156,0
1,1,365,16197,84,159,0
2,2,730,16128,72,141,0
3,3,1095,16047,68,149,0
4,4,1460,15965,79,161,0
5,5,1825,15923,97,139,0
6,6,2190,15868,101,156,0
7,7,2555,15826,93,135,0
8,8,2920,15774,91,143,0
9,9,3285,15707,111,178,0
10,10,3650,15656,106,157,0
11,11,4015,15605,122,173,0
12,12,4380,15586,133,152,0
13,13,4745,15567,141,160,0
14,14,5110,15505,105,167,0
15,15,5475,15461,134,178,0
16,16,5840,15413,123,171,0
17,17,6205,15342,138,209,0
18,18,6570,15314,141,169,0
19,19,6935,15259,128,183,0
20,20,7300,15232,153,180,0
