ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16289,64,142,0
1,1,365,16182,51,158,0
2,2,730,16073,56,165,0
3,3,1095,15975,61,159,0
4,4,1460,15869,59,165,0
5,5,1825,15771,45,143,0
6,6,2190,15658,58,171,0
7,7,2555,15557,44,145,0
8,8,2920,15431,37,163,0
9,9,3285,15343,66,154,0
10,10,3650,15209,57,191,0
11,11,4015,15118,60,151,0
12,12,4380,15034,74,158,0
13,13,4745,14927,67,174,0
14,14,5110,14840,65,152,0
15,15,5475,14750,75,165,0
16,16,5840,14650,91,191,0
17,17,6205,14532,70,188,0
18,18,6570,14414,64,182,0
19,19,6935,14294,70,190,0
20,20,7300,14196,75,173,0
