ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16288,61,141,0
1,1,365,16193,63,158,0
2,2,730,16093,71,171,0
3,3,1095,16021,69,141,0
4,4,1460,15974,82,129,0
5,5,1825,15910,82,146,0
6,6,2190,15854,69,125,0
7,7,2555,15790,97,161,0
8,8,2920,15718,90,162,0
9,9,3285,15658,91,151,0
10,10,3650,15624,119,153,0
11,11,4015,15550,98,172,0
12,12,4380,15491,104,163,0
13,13,4745,15431,110,170,0
14,14,5110,15393,136,174,0
15,15,5475,15336,136,193,0
16,16,5840,15281,111,166,0
17,17,6205,15215,117,183,0
18,18,6570,15187,147,175,0
19,19,6935,15143,145,189,0
20,20,7300,15087,131,187,0
