ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16258,56,166,0
1,1,365,16168,55,145,0
2,2,730,16093,52,127,0
3,3,1095,16008,52,137,0
4,4,1460,15927,69,150,0
5,5,1825,15820,48,155,0
6,6,2190,15751,56,125,0
7,7,2555,15662,59,148,0
8,8,2920,15585,73,150,0
9,9,3285,15498,72,159,0
10,10,3650,15432,76,142,0
11,11,4015,15356,68,144,0
12,12,4380,15275,67,148,0
13,13,4745,15157,66,184,0
14,14,5110,15046,55,166,0
15,15,5475,14948,78,176,0
16,16,5840,14861,82,169,0
17,17,6205,14749,60,172,0
18,18,6570,14646,89,192,0
19,19,6935,14537,83,192,0
20,20,7300,14445,88,180,0
