ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16272,54,151,0
1,1,365,16200,59,131,0
2,2,730,16120,61,141,0
3,3,1095,16031,72,161,0
4,4,1460,15971,81,141,0
5,5,1825,15913,62,120,0
6,6,2190,15842,72,143,0
7,7,2555,15762,68,148,0
8,8,2920,15666,77,173,0
9,9,3285,15577,78,167,0
10,10,3650,15508,80,149,0
11,11,4015,15437,73,144,0
12,12,4380,15381,86,142,0
13,13,4745,15310,86,157,0
14,14,5110,15226,89,173,0
15,15,5475,15166,108,168,0
16,16,5840,15103,96,159,0
17,17,6205,15005,84,182,0
18,18,6570,14900,99,204,0
19,19,6935,14828,115,187,0
20,20,7300,14744,109,193,0
