ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16292,65,142,0
1,1,365,16196,63,159,0
2,2,730,16132,72,136,0
3,3,1095,16054,80,158,0
4,4,1460,16005,69,118,0
5,5,1825,15913,64,156,0
6,6,2190,15840,72,145,0
7,7,2555,15773,70,137,0
8,8,2920,15686,72,159,0
9,9,3285,15607,71,150,0
10,10,3650,15504,74,177,0
11,11,4015,15422,64,146,0
12,12,4380,15335,76,163,0
13,13,4745,15258,84,161,0
14,14,5110,15175,91,174,0
15,15,5475,15095,92,172,0
16,16,5840,15007,86,174,0
17,17,6205,14920,97,184,0
18,18,6570,14839,98,179,0
19,19,6935,14781,97,155,0
20,20,7300,14698,104,187,0
