ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16300,69,136,0
1,1,365,16235,70,135,0
2,2,730,16140,60,155,0
3,3,1095,16063,66,143,0
4,4,1460,16002,92,153,0
5,5,1825,15976,96,122,0
6,6,2190,15947,100,129,0
7,7,2555,15906,101,142,0
8,8,2920,15856,95,145,0
9,9,3285,15809,115,162,0
10,10,3650,15731,113,191,0
11,11,4015,15690,107,148,0
12,12,4380,15640,108,158,0
13,13,4745,15585,99,154,0
14,14,5110,15531,122,176,0
15,15,5475,15486,113,158,0
16,16,5840,15428,129,187,0
17,17,6205,15370,103,161,0
18,18,6570,15342,153,181,0
19,19,6935,15284,129,187,0
20,20,7300,15226,124,182,0
