ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16296,71,143,0
1,1,365,16206,59,149,0
2,2,730,16131,67,142,0
3,3,1095,16057,74,148,0
4,4,1460,16015,84,126,0
5,5,1825,15949,86,152,0
6,6,2190,15907,85,127,0
7,7,2555,15826,82,163,0
8,8,2920,15794,95,127,0
9,9,3285,15758,108,144,0
10,10,3650,15724,102,136,0
11,11,4015,15646,99,177,0
12,12,4380,15586,98,158,0
13,13,4745,15521,105,170,0
14,14,5110,15488,113,146,0
15,15,5475,15436,129,181,0
16,16,5840,15370,116,182,0
17,17,6205,15350,136,156,0
18,18,6570,15297,136,189,0
19,19,6935,15264,141,174,0
20,20,7300,15225,141,180,0
