ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16265,50,153,0
1,1,365,16173,47,139,0
2,2,730,16087,55,141,0
3,3,1095,15979,49,157,0
4,4,1460,15901,53,131,0
5,5,1825,15790,45,156,0
6,6,2190,15724,65,131,0
7,7,2555,15635,53,142,0
8,8,2920,15557,53,131,0
9,9,3285,15447,49,159,0
10,10,3650,15347,53,153,0
11,11,4015,15250,43,140,0
12,12,4380,15162,62,150,0
13,13,4745,15061,61,162,0
14,14,5110,14947,60,174,0
15,15,5475,14866,77,158,0
16,16,5840,14749,54,171,0
17,17,6205,14639,55,165,0
18,18,6570,14528,67,178,0
19,19,6935,14405,81,204,0
20,20,7300,14273,57,189,0
