ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16310,73,132,0
1,1,365,16261,71,120,0
2,2,730,16224,92,129,0
3,3,1095,16171,84,137,0
4,4,1460,16139,112,144,0
5,5,1825,16097,98,140,0
6,6,2190,16085,125,137,0
7,7,2555,16047,134,172,0
8,8,2920,16036,133,144,0
9,9,3285,16029,147,154,0
10,10,3650,16033,145,141,0
11,11,4015,16023,151,161,0
12,12,4380,16026,147,144,0
13,13,4745,16007,134,153,0
14,14,5110,15993,159,173,0
15,15,5475,15988,166,171,0
16,16,5840,15959,150,179,0
17,17,6205,15935,160,184,0
18,18,6570,15914,171,192,0
19,19,6935,15914,190,190,0
20,20,7300,15882,162,194,0
