ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16285,77,159,0
1,1,365,16220,76,141,0
2,2,730,16189,104,135,0
3,3,1095,16163,106,132,0
4,4,1460,16092,95,166,0
5,5,1825,16077,134,149,0
6,6,2190,16033,117,161,0
7,7,2555,15994,115,154,0
8,8,2920,15968,135,161,0
9,9,3285,15974,157,151,0
10,10,3650,15977,154,151,0
11,11,4015,15960,143,160,0
12,12,4380,15952,151,159,0
13,13,4745,15946,152,158,0
14,14,5110,15936,164,174,0
15,15,5475,15924,176,188,0
16,16,5840,15925,162,161,0
17,17,6205,15917,164,172,0
18,18,6570,15939,196,174,0
19,19,6935,15929,189,199,0
20,20,7300,15876,148,201,0
